order_id,user_id,timestamp,order_date,order_category,has_availed,item_id,rating,feedback,sentiment
126,1004,2020-03-11 03:28:26,2020-03-11,Lunch,1,7,,,
127,1031,2020-03-11 03:29:26,2020-03-11,Lunch,1,11,,,
128,1001,2020-03-11 03:45:26,2020-03-11,Lunch,1,7,,,
129,1039,2020-03-11 03:49:26,2020-03-11,Lunch,1,12,,,
130,1017,2020-03-11 03:58:26,2020-03-11,Lunch,1,3,3.0,Brinjal curry is simply delicious,neutral
131,1044,2020-03-11 04:19:26,2020-03-11,Lunch,1,10,,,
132,1009,2020-03-11 04:35:26,2020-03-11,Lunch,1,8,2.0,Food is average and rotis were burnt,neutral
133,1046,2020-03-11 04:39:26,2020-03-11,Lunch,1,4,,,
134,1025,2020-03-11 04:55:26,2020-03-11,Lunch,1,9,,,
135,1026,2020-03-11 06:03:26,2020-03-11,Lunch,1,5,,,
136,1014,2020-03-11 06:16:26,2020-03-11,Lunch,1,4,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
137,1041,2020-03-11 07:07:26,2020-03-11,Lunch,1,11,,,
138,1007,2020-03-11 07:41:26,2020-03-11,Lunch,1,11,,,
139,1018,2020-03-11 07:52:26,2020-03-11,Lunch,1,5,3.0,"Sambar rice is absolutely delightful, thick and tasty",neutral
140,1038,2020-03-11 08:31:26,2020-03-11,Lunch,1,8,,,
141,1035,2020-03-11 08:32:26,2020-03-11,Lunch,1,3,2.0,the items in the thali were inadequate,neutral
142,1043,2020-03-11 08:56:26,2020-03-11,Lunch,1,4,,,
27,1035,2020-03-11 11:39:26,2020-03-11,Dinner,1,12,,,
28,1014,2020-03-11 14:12:26,2020-03-11,Dinner,1,12,3.0,Chicken curry is really tasty and rotis are perfect,neutral
29,1027,2020-03-11 14:28:26,2020-03-11,Dinner,1,3,1.0,Terrible curry ever seen seemed to have no salt and a high proportion of oil in it.,neutral
30,1020,2020-03-11 14:42:26,2020-03-11,Dinner,1,12,3.0,Homely food.. Loved it...!!,positive
31,1002,2020-03-11 15:02:26,2020-03-11,Dinner,1,3,3.0, gravy served with biryani which was really tasty,neutral
143,1010,2020-03-11 15:09:26,2020-03-12,Lunch,1,14,,,
32,1001,2020-03-11 15:14:26,2020-03-11,Dinner,1,3,3.0,perfect veggie food. Absolutely loved the spicy tangy food,positive
144,1039,2020-03-11 15:24:26,2020-03-12,Lunch,1,14,,,
145,1028,2020-03-11 15:28:26,2020-03-12,Lunch,1,0,3.0,"Sambar rice is absolutely delightful, thick and tasty",neutral
33,1050,2020-03-11 15:57:26,2020-03-11,Dinner,1,12,2.0,"Chicken biryani is not mixed well , either its all rice or too much masala and pieces arent well cooked",neutral
146,1023,2020-03-11 16:23:26,2020-03-12,Lunch,1,3,,,
147,1005,2020-03-11 17:18:26,2020-03-12,Lunch,1,0,,,
148,1043,2020-03-11 17:39:26,2020-03-12,Lunch,1,12,,,
149,1009,2020-03-11 17:48:26,2020-03-12,Lunch,1,7,3.0,tasty veg thali. Sambar and rasam were delicious. ,neutral
150,1035,2020-03-11 18:29:26,2020-03-12,Lunch,1,1,,,
151,1045,2020-03-11 18:38:26,2020-03-12,Lunch,1,5,2.0," In Thali rice itself is not cooked, too grainy",neutral
152,1047,2020-03-11 18:40:26,2020-03-12,Lunch,1,3,1.0,Worst curry ever seen didn't have any salt and huge amount of oil in that,neutral
153,1040,2020-03-11 19:16:26,2020-03-12,Lunch,1,1,1.0,tasteless and worthless Biryani,neutral
154,1007,2020-03-11 19:24:26,2020-03-12,Lunch,1,7,2.0,Dal is inedible and unworthy.,neutral
155,1031,2020-03-11 22:01:26,2020-03-12,Lunch,1,4,,,
156,1033,2020-03-11 22:36:26,2020-03-12,Lunch,1,1,3.0,Curry flavour is good and rotis are perfect,positive
157,1032,2020-03-12 00:42:26,2020-03-12,Lunch,1,2,3.0,Excellent taste and quality food,neutral
158,1003,2020-03-12 01:39:26,2020-03-12,Lunch,1,2,,,
159,1046,2020-03-12 02:05:26,2020-03-12,Lunch,1,5,3.0,Curry is good and Roti's are also fine,neutral
160,1044,2020-03-12 03:40:26,2020-03-12,Lunch,1,14,,,
161,1048,2020-03-12 03:42:26,2020-03-12,Lunch,1,14,2.0,"Chicken is not well cooked , it tasted a bit raw , quality can be improved",neutral
162,1002,2020-03-12 04:42:26,2020-03-12,Lunch,1,12,3.0,"Paneer curry was much better than last time , just the right amount of spice",neutral
163,1037,2020-03-12 05:17:26,2020-03-12,Lunch,1,0,,,
164,1021,2020-03-12 05:27:26,2020-03-12,Lunch,1,0,,,
165,1020,2020-03-12 06:07:26,2020-03-12,Lunch,1,3,,,
166,1004,2020-03-12 06:31:26,2020-03-12,Lunch,1,1,,,
167,1026,2020-03-12 06:38:26,2020-03-12,Lunch,1,0,,,
168,1012,2020-03-12 07:10:26,2020-03-12,Lunch,1,2,1.0,tasteless and worthless Biryani,neutral
169,1022,2020-03-12 07:29:26,2020-03-12,Lunch,1,3,,,
170,1024,2020-03-12 07:52:26,2020-03-12,Lunch,1,1,,,
171,1015,2020-03-12 08:21:26,2020-03-12,Lunch,1,1,,,
172,1008,2020-03-12 08:48:26,2020-03-12,Lunch,1,2,,,
34,1012,2020-03-12 10:41:26,2020-03-12,Dinner,1,12,,,
35,1035,2020-03-12 11:56:26,2020-03-12,Dinner,1,3,,,
36,1014,2020-03-12 12:50:26,2020-03-12,Dinner,1,12,,,
37,1001,2020-03-12 13:10:26,2020-03-12,Dinner,1,3,3.0,Curry flavour is good and rotis are perfect,positive
38,1002,2020-03-12 13:36:26,2020-03-12,Dinner,1,3,,,
39,1022,2020-03-12 13:42:26,2020-03-12,Dinner,1,3,,,
40,1032,2020-03-12 13:50:26,2020-03-12,Dinner,1,3,1.0,egg curry is salty and tasteless,neutral
41,1050,2020-03-12 15:07:26,2020-03-12,Dinner,1,12,3.0,The quality of food they serve for the price is very commendable.,neutral
173,1030,2020-03-12 15:16:26,2020-03-13,Lunch,1,0,3.0,"Biryani is mouthwatering , chicken is well cooked",neutral
42,1006,2020-03-12 15:30:26,2020-03-12,Dinner,1,3,,,
174,1022,2020-03-12 16:04:26,2020-03-13,Lunch,1,1,3.0,"I had Thotakura Pappu and Sambar Rice with Bangaladumpa Fry, both are delicious",neutral
175,1033,2020-03-12 17:06:26,2020-03-13,Lunch,1,0,,,
176,1044,2020-03-12 17:17:26,2020-03-13,Lunch,1,1,,,
177,1039,2020-03-12 17:22:26,2020-03-13,Lunch,1,0,,,
178,1029,2020-03-12 17:45:26,2020-03-13,Lunch,1,1,,,
179,1017,2020-03-12 18:24:26,2020-03-13,Lunch,1,2,,,
180,1037,2020-03-12 18:37:26,2020-03-13,Lunch,1,0,,,
181,1049,2020-03-12 18:40:26,2020-03-13,Lunch,1,1,,,
182,1009,2020-03-12 19:04:26,2020-03-13,Lunch,1,1,1.0,Parotta was not fresh and the chicken curry provided had a weird smell.,neutral
183,1032,2020-03-12 19:05:26,2020-03-13,Lunch,1,1,3.0,The quality of food they serve for the price is very commendable.,neutral
184,1045,2020-03-12 19:12:26,2020-03-13,Lunch,1,1,2.0,"Chicken is not well cooked , it tasted a bit raw , quality can be improved",neutral
185,1003,2020-03-12 19:25:26,2020-03-13,Lunch,1,1,,,
186,1016,2020-03-12 20:05:26,2020-03-13,Lunch,1,1,1.0,The food was not good at all. No balance in the flavours and the chicken smells raw.,neutral
187,1005,2020-03-12 20:31:26,2020-03-13,Lunch,1,1,2.0,"no flavor, no taste",negative
188,1010,2020-03-12 21:33:26,2020-03-13,Lunch,1,0,3.0,Loved the taste,positive
189,1021,2020-03-12 21:59:26,2020-03-13,Lunch,1,0,,,
190,1034,2020-03-12 22:11:26,2020-03-13,Lunch,1,0,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
191,1006,2020-03-12 22:15:26,2020-03-13,Lunch,1,1,,,
192,1026,2020-03-12 22:43:26,2020-03-13,Lunch,1,1,,,
193,1027,2020-03-12 23:58:26,2020-03-13,Lunch,1,0,3.0,Curry was tasty with good amount of paneer,neutral
194,1041,2020-03-13 00:07:26,2020-03-13,Lunch,1,1,,,
195,1002,2020-03-13 00:34:26,2020-03-13,Lunch,1,0,2.0,Veg biryani was okay. It was not bad but not the good biryanis you would remember for long. Had very less vegetables in it but adequate Masala. A little too spicy for me. ,neutral
196,1047,2020-03-13 00:34:26,2020-03-13,Lunch,1,0,3.0,"Dal is good , rasam is ok ",positive
197,1019,2020-03-13 00:46:26,2020-03-13,Lunch,1,2,,,
198,1038,2020-03-13 00:50:26,2020-03-13,Lunch,1,1,1.0,tasteless and worthless Biryani,neutral
199,1014,2020-03-13 02:13:26,2020-03-13,Lunch,1,0,3.0,tasty veg thali. Sambar and rasam were delicious. ,neutral
200,1023,2020-03-13 02:29:26,2020-03-13,Lunch,1,2,3.0,flavorful,neutral
201,1018,2020-03-13 02:40:26,2020-03-13,Lunch,1,2,3.0,"the taste is quite good, quantity is sufficient",neutral
202,1040,2020-03-13 02:46:26,2020-03-13,Lunch,1,2,,,
203,1042,2020-03-13 02:50:26,2020-03-13,Lunch,1,2,2.0,"Food is not cooked properly and taste is bad. Roti's are burnt too much it became like papad , chicken curry is very hard to eat",neutral
204,1015,2020-03-13 03:01:26,2020-03-13,Lunch,1,2,,,
205,1012,2020-03-13 03:37:26,2020-03-13,Lunch,1,0,,,
206,1011,2020-03-13 03:59:26,2020-03-13,Lunch,1,1,2.0,"Biryani was really bad though. First place, the chicken pieces were almost nill and the spice level was not good. ",neutral
207,1020,2020-03-13 04:19:26,2020-03-13,Lunch,1,0,,,
208,1036,2020-03-13 04:37:26,2020-03-13,Lunch,1,0,3.0,Curry is good and Roti's are also fine,neutral
209,1001,2020-03-13 04:39:26,2020-03-13,Lunch,1,0,2.0,not satisfied with taste of food,neutral
210,1035,2020-03-13 04:54:26,2020-03-13,Lunch,1,0,,,
211,1028,2020-03-13 05:20:26,2020-03-13,Lunch,1,1,,,
212,1043,2020-03-13 06:10:26,2020-03-13,Lunch,1,1,3.0,Veg biryani is worth the price,neutral
213,1024,2020-03-13 06:39:26,2020-03-13,Lunch,1,2,3.0,The aroma of the Biryani is enticing. The biryani has generous amounts of paneer and has right consistency of spice levels just like home made.,neutral
214,1048,2020-03-13 07:30:26,2020-03-13,Lunch,1,2,1.0,Worst curry ever seen didn't have any salt and huge amount of oil in that,neutral
215,1031,2020-03-13 08:00:26,2020-03-13,Lunch,1,1,3.0,"Sambar rice is absolutely delightful, thick and tasty",neutral
216,1013,2020-03-13 08:27:26,2020-03-13,Lunch,1,1,,,
217,1007,2020-03-13 08:29:26,2020-03-13,Lunch,1,0,,,
218,1008,2020-03-13 08:53:26,2020-03-13,Lunch,1,0,,,
43,1035,2020-03-13 10:40:26,2020-03-13,Dinner,1,3,,,
44,1027,2020-03-13 11:01:26,2020-03-13,Dinner,1,3,3.0,Food is tasty and delicious,neutral
45,1016,2020-03-13 12:28:26,2020-03-13,Dinner,1,12,,,
46,1038,2020-03-13 12:49:26,2020-03-13,Dinner,1,12,,,
47,1006,2020-03-13 13:08:26,2020-03-13,Dinner,1,3,,,
48,1050,2020-03-13 14:39:26,2020-03-13,Dinner,1,3,,,
49,1012,2020-03-13 15:07:26,2020-03-13,Dinner,1,3,,,
50,1018,2020-03-13 15:14:26,2020-03-13,Dinner,1,12,,,
51,1022,2020-03-13 15:50:26,2020-03-13,Dinner,1,12,3.0,Tasty food,neutral
219,1039,2020-03-15 15:35:26,2020-03-16,Lunch,1,5,2.0," In Thali rice itself is not cooked, too grainy",neutral
220,1007,2020-03-15 15:57:26,2020-03-16,Lunch,1,6,3.0,Thali is simple and tasty.,neutral
221,1043,2020-03-15 17:00:26,2020-03-16,Lunch,1,7,3.0,tasty veg thali. Sambar and rasam were delicious. ,neutral
222,1011,2020-03-15 19:12:26,2020-03-16,Lunch,1,8,,,
223,1027,2020-03-15 19:16:26,2020-03-16,Lunch,1,4,2.0,not satisfied with taste of food,neutral
224,1017,2020-03-15 19:39:26,2020-03-16,Lunch,1,3,,,
225,1006,2020-03-15 19:52:26,2020-03-16,Lunch,1,3,3.0,Loved the taste,positive
226,1028,2020-03-15 20:04:26,2020-03-16,Lunch,1,3,2.0,Quantity was very less for chicken curry,neutral
227,1018,2020-03-15 20:14:26,2020-03-16,Lunch,1,4,3.0,Curry is yummy,positive
228,1038,2020-03-15 20:48:26,2020-03-16,Lunch,1,4,,,
229,1034,2020-03-15 20:50:26,2020-03-16,Lunch,1,10,,,
230,1042,2020-03-15 21:19:26,2020-03-16,Lunch,1,8,1.0,Pulao was way below Mark,neutral
231,1050,2020-03-15 21:26:26,2020-03-16,Lunch,1,7,,,
232,1004,2020-03-15 21:40:26,2020-03-16,Lunch,1,11,1.0,Pulao was way below Mark,neutral
233,1021,2020-03-15 21:41:26,2020-03-16,Lunch,1,7,3.0,"I had Thotakura Pappu and Sambar Rice with Bangaladumpa Fry, both are delicious",neutral
